Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Has_Missing_Loan
January,Standhampton,Unknown,17.0,Journalist,26459.81333333334,1904.458333,5.0,7.0,15.0,1.0,5.0,17.0,7.656666666666666,5.333333333333333,Standard,198.05999999999995,35.25332262,23.38888888888889,NM,123.67361750000003,2,0,0,0,1,0,0,0,0,0,0
February,Standhampton,Memory Street,30.333333333333332,Architect,36695.07999999999,2472.283333,8.0,10.0,28.0,9.0,41.0,20.0,36.29,11.0,Bad,2753.45,38.56152065,5.833333333333332,Yes,65.12932522666665,2,1,1,0,0,0,1,1,1,1,0
March,BadShire,Queen Street,26.0,Mechanic,18515.17999999998,1445.8300003333338,8.0,8.0,28.0,5.0,53.0,16.0,18.46,8.0,_,2392.9133333333334,27.702437533333335,20.0,Yes,3447.1520287300004,1,0,0,1,0,0,0,1,1,1,0
Unknown,Unknown,Quality Street,44.0,Journalist,50043.26000000001,4014.271667,5.0,8.0,9.0,5.0,19.0,14.0,16.173333333333332,13.0,Standard,1208.82,30.29775996,7.916666666666668,NM,53.62576316000002,2,0,0,0,0,0,0,0,0,0,1
Unknown,BadShire,River Street,44.0,Unknown,13187253.0,5061.102915333333,1.0,5.666666666666667,10.0,2.0,27.0,12.666666666666666,10.496666666666666,5.666666666666667,Good,614.83,41.12832406,21.75,No,254.07417840000002,1,0,0,0,0,0,1,0,0,1,0
February,Standhampton,Grove Street,33.333333333333336,Teacher,60015.32000000001,5121.276667,7.0,5.0,19.666666666666668,4.666666666666666,16.333333333333332,8.0,10.47,7.0,_,1095.15,35.86436655,15.25,Yes,83.4169794566667,2,1,1,1,0,1,1,0,0,0,0
June,BadShire,King Street,20.0,Student,36349.28,2885.106667,6.0,8.0,26.0,3.6666666666666665,21.0,22.0,16.25,12.0,_,2195.84,39.66845365,10.5,Yes,65.79055053000002,1,0,1,1,0,0,0,0,0,1,0
January,Standhampton,New Street,44.0,Architect,63733.54000000001,4663.655585666666,4.0,5.0,13.0,4.0,21.0,16.0,11.74,7.666666666666667,_,542.35,30.22984026,15.833333333333334,Yes,3427.2867750433334,2,0,0,1,0,1,0,1,0,0,0
Unknown,Unknown,Fleet Street,18.0,Teacher,24883.00999999998,1828.5841670000002,4.0,4.666666666666667,7.0,3.0,13.0,20.0,9.216666666666667,2.0,Standard,646.05,30.092998726666668,18.305555555555557,Yes,146.13989958333332,2,0,0,0,0,1,0,1,0,0,0
May,Standhampton,Grove Street,22.0,Architect,33926.22666666667,2862.509167,5.333333333333333,5.0,15.0,7.0,30.0,17.333333333333336,17.74,8.0,_,252.1099999999999,34.03293317333333,17.22222222222222,Yes,129.50088226999998,2,1,0,1,0,1,1,0,0,0,0
June,Standhampton,London Street,21.333333333333332,Entrepreneur,75757.85333333333,8107.6224999999995,0.0,5.0,4.0,3.0,15.0,9.0,10.379999999999999,4.0,Good,304.30999999999995,32.10058212,16.88888888888889,No,60.93131168999997,2,0,0,0,1,1,0,0,1,0,0
January,BadShire,Unknown,26.0,Musician,141508.52,14302.173329999998,5.0,5.0,4.000000000000002,1.0,19.0,3.0,4.7,2.0,Good,700.71,44.72494655,26.805555555555554,No,277.5779643,1,0,1,0,0,0,0,0,0,0,0
March,BadShire,Unknown,34.0,Musician,16580.690000000002,1332.7241669999999,6.333333333333333,6.0,19.0,5.0,23.333333333333332,22.0,27.04,7.333333333333334,Bad,1491.2366666666667,29.072821440000002,13.63888888888889,Yes,10000.0,1,0,0,0,0,0,0,1,1,0,0
February,Unknown,Main Street,25.0,Unemployed,15383416.0,4135.6725,7.0,5.0,17.0,9.0,40.66666666666667,15.0,25.74,8.333333333333334,_,3532.09,36.799976023333336,7.0,NM,109.77928300333332,1,1,1,0,0,1,1,1,0,1,0
January,BadShire,South Street,34.0,Unknown,16113.89,1454.8241670000002,6.666666666666666,8.0,17.0,9.0,19.0,15.0,22.15,10.0,Bad,4298.54,32.52513393,1.25,Yes,100.97535790333336,1,1,1,1,1,1,0,0,0,1,0
March,Unknown,High Street,18.0,Journalist,94913.16,8128.43,7.0,5.0,10.0,3.0,19.0,10.0,1.5099999999999998,3.0,Standard,921.4366666666667,31.19071769,21.083333333333332,No,89.39788365999999,2,0,0,0,1,1,0,0,1,0,0
March,BadShire,River Street,18.0,Writer,39581.19666666667,5998.096667,4.0,6.0,26.333333333333336,2.0,24.0,14.0,10.0,14.0,Standard,1867.9033333333332,25.60084226,9.416666666666666,NM,694.1130477,1,0,0,1,0,0,0,0,0,1,0
April,BadShire,North Street,26.666666666666668,Writer,48478.92666666665,4540.96,9.0,6.666666666666667,23.0,4.666666666666666,20.0,21.666666666666668,5.99,11.0,Bad,4779.68,37.57726478,10.166666666666666,Yes,141.62276504,1,0,1,0,1,0,1,0,0,0,0
January,Standhampton,Memory Street,35.0,Journalist,146861.12,12514.42667,4.333333333333333,7.0,8.0,3.0,20.0,18.0,21.75,4.0,_,1368.79,33.74365731,9.166666666666666,Yes,226.73316280000003,2,1,0,0,0,0,1,0,0,1,0
February,Standhampton,New Street,38.666666666666664,Architect,71290.06,3568.683055333333,6.666666666666666,4.0,17.0,0.0,9.0,15.0,7.26,3.3333333333333335,Standard,1314.99,34.60000785,12.305555555555555,Yes,152.05033577000006,2,0,0,0,0,0,0,0,0,0,1
Unknown,Standhampton,Quality Street,18.0,Unknown,52210.26000000001,4465.855,3.0,3.666666666666667,10.0,0.0,10.333333333333334,12.0,8.11,1.0,Standard,537.37,25.74739213,23.5,No,132.8486306266667,2,0,0,0,0,0,0,0,0,0,1
June,Standhampton,Memory Street,30.333333333333332,Architect,33637.13666666666,2903.516111,5.0,6.0,7.666666666666667,4.0,28.0,10.666666666666664,8.38,2.0,Standard,317.3299999999999,29.79581677,24.083333333333332,No,123.60271619999997,2,0,1,0,1,0,0,0,1,1,0
July,Lonton,Jubilee Street,28.333333333333332,Teacher,88744.9,6628.270321,3.3333333333333335,3.0,6.0,1.0,9.0,14.0,0.9700000000000006,3.0,Good,301.4200000000001,34.07179176,26.833333333333332,NM,712.2415684,3,0,0,0,0,0,0,0,0,0,1
April,Lonton,Downing Street,40.666666666666664,Developer,168502.68,13760.89,5.0,6.0,8.0,4.0,8.666666666666668,7.0,1.5899999999999999,2.333333333333333,_,921.3133333333333,36.27317335,29.333333333333332,No,745.0942999,3,1,0,1,0,0,0,0,0,1,0
April,Unknown,Main Street,52.0,Mechanic,73963.36666666665,2311.063333,0.0,5.0,3.0,2.0,17.0,1.9999999999999964,2.4399999999999995,5.0,Good,719.99,36.872132640000004,18.38888888888889,No,71.68882786,1,0,0,0,0,0,1,0,1,0,0
January,Standhampton,Pine Street,22.0,Architect,9989.209999999992,653.4341667000003,5.0,5.0,20.0,2.0,15.0,11.0,10.81,1.0,Standard,731.05,27.267260213333333,18.833333333333332,No,0.0,2,0,1,0,0,0,0,0,0,1,0
January,Standhampton,Unknown,17.0,Teacher,14217.520000000004,1482.793333,7.666666666666666,10.0,32.66666666666667,9.0,34.0,21.333333333333332,15.19,9.0,Bad,3306.24,33.516231123333334,5.305555555555554,Yes,142.34516007999997,2,1,1,1,1,1,1,1,0,0,0
Unknown,BadShire,Queen Street,30.333333333333332,Cleaner,73732.4,6048.366667,9.0,10.0,30.0,9.0,31.0,16.0,7.67,8.0,Bad,2186.49,33.71029271333333,7.666666666666668,Yes,166.7640117333333,1,1,1,1,1,1,1,0,0,1,0
January,Standhampton,New Street,53.0,Unknown,66174.84,5465.70875,5.333333333333333,7.0,18.0,4.0,21.0,10.0,11.166666666666666,1.0,Standard,951.18,35.809953666666665,20.416666666666668,No,53.325024429999985,2,0,0,1,0,0,1,1,0,1,0
August,Standhampton,Memory Street,21.0,Architect,38963.37999999999,3018.948333,7.666666666666666,7.0,27.0,6.0,55.0,20.666666666666668,10.25,13.0,Bad,3591.9733333333334,30.61586063,13.166666666666666,Yes,75.42865474000001,2,1,1,1,0,1,0,1,0,1,0
February,BadShire,Park Street,29.333333333333332,Unemployed,8952.154999999999,5147.979711666667,6.0,7.0,14.0,2.0,23.0,16.0,9.709999999999999,5.0,Standard,1154.8633333333335,31.036333183333333,13.583333333333334,Yes,33.734608140000034,1,1,0,0,0,1,0,0,0,0,0
July,BadShire,Lombard Street,25.0,Writer,31599.559999999998,2528.626262,7.0,6.666666666666667,27.666666666666668,7.0,32.0,24.0,1.9000000000000004,10.0,_,2094.9133333333334,39.2684365,16.666666666666668,Yes,118.49339140000001,1,0,0,0,1,1,0,1,1,1,0
January,Standhampton,Memory Street,54.0,Teacher,57524.56,5035.713333,4.0,7.0,8.0,2.0,11.0,10.0,1.5899999999999999,2.6666666666666665,_,1068.65,31.9269031,18.416666666666668,No,288.3797999,2,0,0,1,0,0,0,1,0,0,0
Unknown,Standhampton,Imperial Street,24.666666666666664,Teacher,19854.119999999995,4656.168333333333,5.666666666666667,4.0,14.0,3.3333333333333335,23.0,11.333333333333332,17.25,8.0,Standard,1213.8,33.72172934,23.916666666666664,Yes,69.63139341333329,2,0,0,0,0,0,0,0,0,0,1
February,Lonton,London Street,36.0,Doctor,56047.34000000001,4422.611667,3.0,6.0,1.0,4.0,32.0,8.0,9.88,1.0,Good,990.4,29.87371288,20.666666666666668,No,92.19994801000001,3,1,1,1,0,0,0,0,1,0,0
January,Standhampton,Quality Street,29.0,Architect,28550.839999999997,2654.236667,7.0,3.0,12.0,2.0,16.0,22.0,2.8599999999999994,3.0,_,57.84999999999991,26.7586737,25.666666666666668,Yes,225.26334720000003,2,0,0,0,0,0,0,0,0,0,1
January,Standhampton,New Street,18.0,Teacher,70066.97666666667,5985.2491666666665,7.0,3.0,18.0,3.6666666666666665,20.0,18.0,13.92,2.0,Standard,1219.39,33.02085395666667,31.083333333333332,Yes,77.26602559999998,2,1,1,1,0,0,0,0,0,0,0
May,Standhampton,High Street,38.0,Journalist,35802.01833333334,5046.453333,5.0,6.333333333333333,1.0,1.0,13.333333333333334,15.999999999999998,12.463333333333333,4.0,_,47.57999999999993,32.027390606666664,32.75,No,272.4678605666667,2,0,1,0,0,0,0,0,0,0,0
March,Standhampton,High Street,16.666666666666664,Journalist,38460.28,2574.0897223333336,6.333333333333333,9.0,16.0,6.333333333333333,57.0,18.333333333333336,20.71,11.0,Bad,2665.01,37.51614796,6.8611111111111125,Yes,99.44505792000001,2,1,0,0,1,0,1,0,1,0,0
Unknown,Standhampton,Abbey Drive,34.0,Manager,16846.093333333323,1303.9387499999998,1.666666666666666,1.0,7.0,1.0,7.000000000000002,7.0,5.06,6.0,_,936.89,24.44442545,26.333333333333332,NM,112.30971520666674,2,0,0,0,0,0,0,0,0,1,0
August,BadShire,North Street,40.0,Musician,41037.11,5347.162778,5.0,4.0,16.0,2.0,17.666666666666668,7.0,10.31,6.0,_,1596.58,27.129475336666665,8.75,Yes,10000.0,1,0,0,0,0,0,0,0,0,0,1
February,Standhampton,High Street,44.66666666666667,Journalist,128089.02666666666,11050.51333,4.0,3.0,15.666666666666666,0.0,13.0,17.0,6.06,0.0,Standard,53.73000000000002,29.015579,25.5,Yes,686.1816462,2,0,0,0,0,0,0,0,0,0,1
January,Standhampton,Quality Street,29.0,Architect,144051.84,11992.32,5.0,6.0,18.0,5.333333333333334,24.0,17.0,15.96,6.666666666666667,Standard,1281.2233333333334,27.64457833,11.666666666666666,Yes,834.2121532,2,0,1,1,0,1,0,0,1,1,0
Unknown,Unknown,Pine Street,39.0,Architect,11562.214999999997,979.5179167000001,4.0,3.0,5.0,1.0,21.333333333333332,17.666666666666668,8.52,2.0,Standard,537.45,32.85566012,24.166666666666664,Yes,59.83812604000002,2,0,0,0,0,1,0,0,0,0,0
May,BadShire,North Street,29.0,Cleaner,10172.300000000003,5221.391666666666,10.0,8.0,33.0,6.0,20.0,16.0,6.710000000000001,9.0,Standard,2988.3500000000004,37.57059068,9.583333333333334,Yes,92.46197046000003,1,1,0,1,1,0,1,0,1,0,0
March,Lonton,Penny Lane,23.0,Unknown,66693.51,2735.8008333333332,8.0,5.0,8.0,3.6666666666666665,20.0,5.0,2.88,1.0,Good,278.35000000000014,41.55183428,26.5,No,74.11827383000002,3,1,0,1,0,1,0,0,1,0,0
May,BadShire,Main Street,27.333333333333336,Student,49337.57666666666,4694.523333,4.0,6.0,25.0,7.0,16.0,14.0,15.71,9.0,_,2315.2,30.39561583,9.111111111111109,Yes,109.15250105666672,1,1,0,0,1,0,1,0,1,0,0
July,Lonton,Imperial Street,27.0,Journalist,33818.630000000005,2535.219167,4.0,3.0,5.333333333333332,4.0,15.0,3.552713678800501e-15,5.81,2.0,_,672.08,26.23201124,16.75,No,110.67129979999999,3,0,0,0,0,1,0,1,1,0,0
Unknown,Standhampton,Fleet Street,43.666666666666664,Architect,15900012.0,3251.7679163333332,3.0,5.0,4.0,0.6666666666666665,5.0,6.666666666666668,3.1799999999999997,5.0,Standard,896.47,32.36638741666666,22.388888888888886,No,3382.3821109500004,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Memory Street,26.0,Teacher,26013.729999999996,1904.8108329999998,6.333333333333333,6.0,5.0,3.0,19.0,17.0,4.58,4.333333333333333,_,1369.4566666666667,30.37307315,20.5,Yes,75.48056601666667,2,0,1,0,1,0,0,0,1,0,0
May,Standhampton,Unknown,31.0,Teacher,93957.36000000002,8044.779999999999,6.666666666666666,6.0,13.0,0.0,14.0,18.0,10.78,5.0,_,1344.71,43.27530014,23.97222222222222,Yes,172.88549259999996,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Grove Street,14.0,Journalist,16236.130000000005,2761.6328723333336,8.0,6.0,17.333333333333332,5.0,43.0,18.0,14.03,10.0,_,3300.77,24.4218164,6.527777777777777,Yes,123.70825869999999,2,0,0,0,1,0,1,1,1,0,0
July,BadShire,King Street,34.0,Unknown,7795.540000000008,804.6283333000001,10.0,6.0,18.0,6.0,60.0,23.0,2.62,16.0,Bad,1990.69,30.13659569,19.083333333333332,NM,52.07858927000001,1,1,1,0,1,0,0,0,1,0,0
August,Standhampton,Unknown,25.0,Cleaner,7371.049999999988,403.25416670000004,3.0,6.0,28.0,5.0,28.0,16.0,15.033333333333333,11.0,Standard,1732.94,36.61837004,8.88888888888889,Yes,37.12949832999999,2,1,0,1,1,0,0,0,1,1,0
May,Lonton,Unknown,39.333333333333336,Lawyer,41290.29000000001,3601.8575,4.333333333333334,5.0,8.0,3.6666666666666665,16.666666666666664,1.9999999999999964,7.64,3.666666666666666,Good,655.65,38.75505555,20.416666666666668,No,75.66117866999997,3,0,0,1,1,0,1,0,0,1,0
March,Standhampton,Memory Street,33.0,Journalist,23705.755000000005,1848.758333,3.0,5.0,8.0,3.3333333333333335,23.0,17.0,10.956666666666667,6.0,Standard,30.309999999999945,31.01846558,5.333333333333332,NM,28.20157948000002,2,0,0,1,0,1,0,0,0,1,0
January,BadShire,South Street,26.0,Mechanic,52871.34,4916.24,7.0,6.666666666666667,19.0,6.0,32.666666666666664,15.000000000000002,25.22,11.0,Bad,3063.7633333333333,33.66167225666667,9.333333333333334,Yes,140.98254291333336,1,1,1,0,1,0,1,1,0,0,0
March,Unknown,Penny Lane,35.0,Entrepreneur,96047.22,10215.994165666667,3.0,3.0,1.0,1.333333333333333,2.0,7.0,5.476666666666667,3.666666666666667,Good,1366.21,43.77299208,25.833333333333336,No,119.10126050000002,3,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Memory Street,48.0,Journalist,37446.03,1560.6799999999998,5.0,5.0,13.333333333333334,2.6666666666666665,27.0,15.333333333333334,13.55,2.0,_,356.45000000000005,32.29970198,19.666666666666668,No,6691.156356306666,2,0,0,0,0,0,0,0,0,0,1
May,BadShire,Oak Street,21.0,Cleaner,19997.479999999996,3168.8477780000003,8.0,8.0,27.0,6.333333333333333,32.0,23.0,3.8200000000000003,10.0,_,3723.83,28.72439208666667,2.75,NM,134.2873788,1,0,0,1,1,0,0,1,1,0,0
March,Lonton,Elm Street,27.0,Scientist,30261.67,2571.805833,3.0,3.0,5.0,3.0,10.0,16.0,6.48,4.0,Good,865.1066666666668,31.103658016666667,21.833333333333332,No,69.22363817000002,3,0,0,0,0,0,0,0,0,0,1
May,BadShire,Trafalgar Street,15.666666666666668,Student,15319.786666666667,1300.33,4.0,7.0,22.0,2.0,29.0,13.666666666666666,16.86,9.0,_,1989.26,40.61850632,13.166666666666668,Yes,3386.67675628,1,0,0,1,0,0,0,0,0,1,0
March,Standhampton,Quality Street,24.0,Teacher,28230.92,2184.576667,8.0,6.0,32.0,7.0,51.666666666666664,19.0,25.17,10.0,Bad,2989.13,31.63443343,8.63888888888889,NM,47.01439106999999,2,0,1,1,1,0,1,0,0,0,0
July,Standhampton,High Street,38.0,Teacher,41015.55,2385.8118376666666,0.0,4.0,4.0,1.0,9.0,3.0,4.163333333333333,2.0,Good,599.4,34.41016919333333,25.416666666666668,NM,205.8309934,2,1,0,0,0,0,0,0,0,0,0
Unknown,Standhampton,Park Street,31.0,Writer,20914.47,1799.8725,8.0,5.0,16.0,2.0,11.0,13.000000000000002,7.98,4.0,Standard,1360.66,38.32034301,12.25,Yes,125.37001709999998,2,0,0,0,0,0,1,0,1,0,0
April,Lonton,Penny Lane,35.0,Scientist,56717.673333333325,3870.698333,2.0,5.0,6.0,0.0,1.0,9.0,8.69,0.33333333333333304,Good,975.82,29.877655346666668,15.666666666666666,No,170.69336270000002,3,0,0,0,0,0,0,0,0,0,1
August,Standhampton,Trafalgar Street,37.0,Artist,14679.830000000002,1183.319167,10.0,10.0,18.0,3.6666666666666665,24.0,17.0,13.88,8.0,Bad,1784.88,27.60495642,8.416666666666666,Yes,82.21817449333338,2,0,0,1,0,0,0,1,0,0,0
August,Standhampton,Unknown,27.0,Journalist,21468.160000000003,4352.300555666667,3.666666666666667,7.0,13.0,2.0,12.333333333333334,11.0,3.5,3.0,_,1119.42,36.59868097,17.38888888888889,NM,315.4109444333333,2,1,0,0,0,0,1,0,0,0,0
August,Standhampton,New Street,24.666666666666664,Teacher,61741.65999999999,4609.712500000001,6.0,5.0,12.0,2.0,30.0,12.666666666666668,8.72,8.0,_,93.67000000000007,39.17958967,30.5,Yes,144.2252563,2,0,1,0,0,1,0,0,0,0,0
August,Standhampton,Quality Street,53.0,Journalist,64752.399999999994,5652.033333,3.0,3.0,5.0,3.0,7.000000000000002,9.333333333333334,9.56,0.0,Good,1022.8,38.15970627,27.416666666666668,No,3432.6928058999997,2,0,1,0,0,0,0,0,1,1,0
June,Standhampton,Pine Street,37.0,Architect,54315.46000000001,4473.288333,8.0,4.0,5.0,4.0,24.0,371.0,12.39,5.0,Standard,286.69000000000005,35.38250031,20.166666666666668,Yes,234.9820569,2,0,0,0,0,0,1,0,1,1,0
March,Standhampton,Pine Street,29.333333333333332,Teacher,58184.67,6076.526578000001,6.0,5.0,14.0,3.0,24.0,14.0,7.36,4.333333333333334,Standard,926.0566666666666,24.54634407,23.75,Yes,535.2124614,2,0,0,0,0,1,0,1,0,0,0
March,BadShire,Main Street,42.0,Artist,72074.725,5201.857083333334,3.0,5.0,23.0,4.0,13.0,11.0,21.59,11.0,_,1278.27,30.001783896666666,17.86111111111111,Yes,266.528199,1,0,0,0,1,1,1,0,0,0,0
July,Standhampton,Unknown,24.0,Musician,40424.75333333334,3934.705,3.666666666666667,4.0,15.0,7.0,7.000000000000002,9.0,13.153333333333332,9.0,Standard,713.9399999999999,24.94054707,15.13888888888889,NM,344.8983843,2,0,1,1,0,0,0,0,1,1,0
April,Unknown,Quality Street,25.666666666666668,Teacher,35589.97,2794.830833,4.0,6.333333333333333,14.0,5.0,22.0,8.0,26.4,8.0,Standard,1484.18,37.01431548,14.5,Yes,149.46332859000006,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Jubilee Street,33.333333333333336,Journalist,20851.589999999997,4005.0119446666667,4.0,6.0,18.0,1.0,20.0,12.333333333333334,14.46,5.0,Standard,1195.06,37.65638397,16.25,Yes,140.56073550000002,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Unknown,21.0,Journalist,77818.98,5714.425833333334,5.0,5.666666666666667,7.999999999999999,4.0,9.333333333333332,15.0,11.493333333333334,4.0,Standard,1066.38,33.90856032,22.666666666666668,Yes,234.72754962333335,2,0,1,0,0,1,0,1,0,0,0
March,Lonton,Baker Street,36.0,Unknown,119889.75,10174.8125,2.0,3.0,6.0,1.0,11.0,5.333333333333332,11.27,2.0,Good,489.86,33.4253436,23.583333333333336,No,670.0911946,3,1,0,0,0,0,0,0,0,0,0
February,Lonton,Baker Street,31.0,Engineer,44729.8,3728.483333,3.0,4.0,8.0,0.0,8.0,8.0,2.820000000000001,4.0,_,512.83,38.74463459,25.055555555555557,No,84.76596595000001,3,0,0,0,0,0,0,0,0,0,1
August,Standhampton,High Street,29.0,Journalist,32344.639999999985,2657.386667,6.0,7.0,20.0,6.0,29.333333333333332,21.0,33.74,6.0,_,2681.27,31.61656290333333,14.0,Yes,164.1945766,2,1,0,0,1,1,0,1,0,1,0
April,BadShire,Imperial Street,45.0,Unknown,135445.2,11415.1,5.0,4.0,14.0,3.0,22.0,17.0,7.243333333333333,4.0,_,654.81,40.58561995,7.083333333333332,Yes,3730.260385533333,1,1,0,1,0,0,0,0,0,0,0
July,BadShire,South Street,24.0,Unknown,56420.51999999999,4919.71,7.0,5.0,21.0,5.0,31.0,17.0,15.37,9.0,Bad,1412.35,25.46909075,10.86111111111111,NM,162.67944832,1,1,0,1,1,0,0,1,0,0,0
May,Lonton,Abbey Drive,37.66666666666667,Developer,107275.71,9188.6425,6.0,7.0,6.0,0.0,17.0,10.0,8.526666666666667,5.0,_,174.76,32.13446566,17.5,NM,650.2198259,3,0,0,0,0,0,0,0,0,0,1
April,Lonton,Unknown,31.333333333333332,Teacher,82329.56,6765.796667,5.0,3.0,14.0,3.0,13.0,11.0,9.796666666666667,8.0,Standard,807.8966666666668,40.37909182,5.833333333333332,Yes,622.1585700999999,3,0,0,0,0,1,0,0,1,0,0
February,Lonton,Penny Lane,27.0,Engineer,20434.595,2125.526389,3.3333333333333335,1.0,3.9999999999999982,0.0,14.0,4.0,6.01,2.0,Good,606.9066666666666,31.10748672,15.916666666666666,No,61.049130719999994,3,0,0,0,0,0,0,0,0,0,1
May,Standhampton,Grove Street,37.666666666666664,Architect,38060.02333333333,2703.159167,4.666666666666667,6.0,15.0,1.0,13.333333333333334,9.0,8.0,1.0,Standard,476.0899999999999,40.62369205,18.11111111111111,Yes,82.99852804,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Old Street,26.0,Unknown,89956.16,7650.346667,5.0,6.0,19.0,1.333333333333333,30.0,9.0,13.396666666666667,6.0,Standard,1239.81,25.43051553,20.305555555555554,Yes,542.754467,2,0,0,0,0,0,0,0,0,0,1
February,BadShire,Queen Street,34.0,Unemployed,15807.589999999997,1398.2991669999997,9.0,8.0,28.0,5.0,40.0,18.0,7.486666666666666,8.333333333333334,Standard,2400.96,27.25021637,14.166666666666666,Yes,84.69925437,1,1,0,1,0,1,1,0,0,0,0
January,Standhampton,Pine Street,24.333333333333332,Architect,32246.399999999994,3704.1769443333333,5.0,3.666666666666667,16.0,2.3333333333333335,17.0,6.0,19.96,5.666666666666667,Standard,1396.38,31.06655082,22.666666666666668,Yes,107.99009230000001,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,High Street,50.0,Teacher,104929.28,9025.106667,4.0,4.333333333333333,8.0,4.0,21.0,11.0,7.9,1.0,Standard,651.32,24.76729428,27.416666666666668,Yes,645.7890345,2,0,0,0,0,0,0,0,0,0,1
April,BadShire,River Street,18.0,Unknown,33832.57999999999,5160.572778,8.0,6.333333333333333,22.0,8.0,58.0,21.0,3.42,7.0,Bad,3584.3999999999996,33.39636784,0.5,NM,142.532421,1,0,0,1,1,1,1,1,1,1,0
February,Standhampton,Pine Street,48.0,Journalist,28286.240000000005,1660.8672222333335,5.666666666666667,7.0,11.333333333333334,1.0,18.0,13.000000000000002,11.99,4.0,_,1406.94,30.44763865666667,29.25,No,54.71765168000002,2,0,0,0,0,1,0,0,0,0,0
July,BadShire,Oak Street,17.0,Artist,57920.58,4640.715,8.0,5.0,16.0,3.0,14.0,8.0,19.03,11.0,Standard,1434.54,31.74249663,6.75,Yes,98.39812427999999,1,0,1,1,0,1,0,0,0,0,0
July,Standhampton,Pine Street,38.0,Journalist,27726.416666666686,692.98875,3.0,5.0,11.0,3.0,9.666666666666666,9.0,10.25,7.0,Standard,518.7466666666668,39.23911601,19.416666666666668,Yes,3416.0957660633335,2,0,1,0,0,0,1,0,0,1,0
March,BadShire,Oak Street,33.0,Mechanic,72690.44,5995.536667,8.0,5.0,34.0,9.0,22.0,23.333333333333332,2.490000000000001,8.333333333333334,Bad,2501.756666666666,28.50652333,16.833333333333336,NM,142.66669719333333,1,0,1,1,0,1,1,1,0,1,0
July,BadShire,High Street,39.0,Architect,73937.4,6415.45,4.333333333333334,7.0,8.0,1.0,33.0,11.0,0.6899999999999995,1.333333333333333,Standard,405.73,41.83694348,32.166666666666664,Yes,145.2853746466667,1,0,0,0,0,1,0,0,0,0,0
March,BadShire,Park Street,31.0,Writer,17282.309999999998,6491.5725,4.0,4.0,1.0,2.0,14.0,20.0,3.9800000000000013,2.0,_,188.53999999999996,31.91767919333333,29.416666666666668,No,97.52317798999997,1,0,0,1,0,1,0,0,0,0,0
January,Standhampton,Unknown,41.0,Teacher,12705.770000000004,1159.8141670000005,6.0,4.666666666666667,17.0,2.0,27.0,12.0,6.890000000000001,0.0,Standard,314.5799999999999,35.08371813,21.916666666666668,Yes,58.64292440000003,2,0,0,0,0,0,0,0,0,1,0
