Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Amount_invested_monthly,Credit_Score
46.0,49889.38,4359.448333,6.0,7.0,8.0,0.0,10.0,17.0,5.12,2.0,1450.37,39.05407222,27.5,137.8009798,3
46.0,49889.38,4359.448333,6.0,7.0,8.0,0.0,1.0,16.0,5.12,2.0,1450.37,37.52358065,27.75,379.37526,3
40.0,28922.03,2548.169167,2.0,7.0,1.0,0.0,17.0,6.0,11.99,3.0,1329.59,36.33597432,33.25,128.3892448,1
35.0,17655.43,1530.285833,8.0,10.0,34.0,6.0,59.0,25.0,24.49,10.0,2725.14,23.97277893,8.583333333333334,126.5518836,1
39.0,63101.14,5246.428333,3.0,4.0,3.0,4.0,2.0,8.0,9.19,5.0,64.53,38.01845258,16.583333333333332,395.8359189,2
42.0,83845.7,6958.141667,5.0,7.0,4.0,2.0,3.0,8.0,3.59,0.0,49.6,33.47782495,25.0,282.4634325,3
36.0,108415.0,8848.583333,3.0,5.0,16.0,1.0,14.0,17.0,16.33,4.0,1075.84,36.11455566,27.0,889.6997544,2
45.0,132537.24,10831.77,3.0,2.0,12.0,1.0,9.0,2.0,0.69,1.0,382.04,34.66121669,29.833333333333332,10000.0,2
30.0,17850.56,1391.546667,8.0,5.0,18.0,9.0,25.0,22.0,7.11,11.0,3380.69,29.14436832,7.75,127.0464694,2
33.0,15713.83,1313.485833,7.0,8.0,23.0,2.0,46.0,11.0,12.39,6.0,2271.53,33.91448311,10.416666666666666,85.34019888,1
33.0,15713.83,1313.485833,7.0,8.0,23.0,2.0,46.0,11.0,12.39,6.0,2271.53,41.12704546,10.583333333333334,60.38800088,1
33.0,15713.83,1313.485833,7.0,8.0,23.0,2.0,41.0,9.0,12.39,6.0,2271.53,41.17031874,10.916666666666666,10000.0,2
31.0,62050.89,5386.9075,8.0,7.0,22.0,7.0,18.0,24.0,9.95,13.0,4293.32,34.02213873,5.916666666666667,527.7013996,2
36.0,18744.4,1410.033333,8.0,7.0,29.0,9.0,12.0,22.0,20.17,12.0,4432.68,23.75855343,6.083333333333333,176.5941368,2
38.0,12070.845,1088.90375,8.0,5.0,8.0,4.0,19.0,12.0,2.96,4.0,759.86,25.25181941,28.75,64.57579118,2
22.0,38539.57,3438.630833,4.0,2.0,3.0,1.0,4.0,1.0,8.42,0.0,526.62,23.81299083,30.083333333333332,119.6698477,3
22.0,38539.57,3438.630833,4.0,2.0,3.0,1.0,8.0,2.0,8.42,0.0,526.62,34.70031951,30.166666666666668,119.6456108,3
23.0,47275.96,4238.663333,6.0,3.0,4.0,4.0,16.0,18.0,9.43,2.0,302.1,32.40579414,22.166666666666668,75.56461377,3
42.0,30232.28,2342.356667,5.0,3.0,4.0,4.0,0.0,1.0,4.94,2.0,1483.59,24.34439331,31.583333333333332,32.84142071,3
27.0,33314.96,2955.246667,10.0,5.0,18.0,7.0,33.0,27.0,16.82,6.0,3271.84,39.18038583,0.5,69.07804175,1
19.0,97640.4,8034.7,5.0,7.0,6.0,4.0,19.0,14.0,9.86,4.0,80.5,25.91202308,11.416666666666666,356.4875127,2
18.0,30743.6,2557.966667,5.0,4.0,5.0,1.0,24.0,16.0,14.76,4.0,401.53,37.06629091,7.25,38.01437647,2
19.0,30743.6,2557.966667,5.0,4.0,5.0,1.0,23.0,13.0,14.76,5.0,401.53,36.82346933,7.75,35.9334543,2
22.0,177150.4,14710.53333,2.0,6.0,6.0,4.0,2.0,11.0,1.47,4.0,429.86,39.22051717,21.666666666666668,156.3928007,2
26.0,110264.0,9225.666667,8.0,6.0,19.0,7.0,28.0,14.0,14.6,7.0,642.65,29.24192867,13.0,477.9202906,3
23.0,151722.56,12352.54667,5.0,5.0,2.0,2.0,14.0,5.0,2.89,1.0,218.25,41.29413849,21.75,318.5533615,2
43.0,19310.62,1463.093138,9.0,6.0,34.0,5.0,49.0,9.0,13.87,10.0,1306.08,28.1088224,9.916666666666666,103.2071557,2
43.0,19310.62,1463.093138,9.0,6.0,34.0,5.0,47.0,9.0,12.87,10.0,1306.08,24.63317528,10.0,47.54862903,1
47.0,94511.79,7717.9825,5.0,3.0,9.0,0.0,1.0,7.0,7.29,0.0,1315.6,25.95782485,18.75,379.8988637,3
30.0,73434.92,5849.576667,1.0,5.0,5.0,4.0,6.0,3.0,11.93,0.0,192.45,33.50086296,15.833333333333334,562.4491165,2
30.0,73434.92,5849.576667,1.0,5.0,5.0,4.0,6.0,3.0,11.93,0.0,192.45,27.38044179,16.0,470.7278529,2
34.0,53071.47,4656.6225,8.0,5.0,21.0,8.0,44.0,17.0,4.05,10.0,1740.38,29.99882275,18.666666666666668,77.57109206,1
34.0,53071.47,4656.6225,8.0,5.0,21.0,8.0,49.0,19.0,8.05,10.0,1740.38,32.13739225,18.75,451.5421441,1
42.0,69692.16,6034.68,9.0,5.0,32.0,7.0,19.0,21.0,19.66,9.0,2128.87,29.51343015,13.083333333333334,252.9426653,2
34.0,15735.68,1043.306667,3.0,6.0,7.0,2.0,19.0,12.0,19.08,5.0,1574.91,28.42267116,8.916666666666666,30.63041905,2
34.0,15735.68,1043.306667,3.0,6.0,7.0,2.0,19.0,11.0,19.08,5.0,1574.91,23.2047954,9.0,51.12416516,2
34.0,15735.68,1043.306667,3.0,6.0,7.0,2.0,19.0,12.0,21.08,7.0,1574.91,24.55080382,9.333333333333334,32.62047803,2
53.0,55662.64,4900.553333,4.0,6.0,6.0,3.0,27.0,2250.0,17.06,2.0,1078.02,26.97982892,22.333333333333332,423.729524,2
20.0,19758.84,1901.57,7.0,5.0,32.0,8.0,53.0,24.0,2.76,14.0,1352.88,29.49994573,15.166666666666666,156.064738,1
16.0,10352.745,861.72875,3.0,5.0,6.0,7.0,27.0,17.0,15.99,6.0,343.41,35.87601682,5.083333333333333,30.77363547,2
16.0,10352.745,861.72875,3.0,5.0,6.0,7.0,27.0,17.0,15.99,6.0,343.41,35.99482434,5.25,102.841486,2
28.0,162550.32,13731.86,0.0,5.0,11.0,1.0,13.0,8.0,0.68,4.0,789.13,34.100926,16.75,488.9825296,3
39.0,31732.61,2899.384167,4.0,4.0,1.0,4.0,30.0,10.0,3.37,3.0,1404.06,39.9291405,29.916666666666668,39.35478893,1
39.0,31732.61,2899.384167,4.0,4.0,1.0,4.0,32.0,10.0,7.37,3.0,1404.06,23.40744887,30.0,92.53224266,2
44.0,135115.44,11444.62,4.0,6.0,18.0,2.0,17.0,9.0,1.42,2.0,269.46,27.12433363,19.0,1113.506333,2
34.0,66169.56,5799.13,8.0,6.0,12.0,3.0,15.0,14.0,10.6,7.0,198.53,31.52048941,25.25,127.9396928,2
32.0,108223.62,8775.635,5.0,6.0,7.0,2.0,9.0,13.0,11.53,3.0,977.19,34.30884371,26.75,1134.73594,2
32.0,108223.62,8775.635,5.0,6.0,7.0,2.0,9.0,12.0,11.53,3.0,977.19,33.70247542,27.25,598.2489361,2
19.0,16813.54,1101.128333,8.0,10.0,33.0,8.0,23.0,18.0,5.19,12.0,3520.79,39.26459637,11.083333333333334,55.18515803,2
43.0,68665.76,5619.146667,7.0,6.0,13.0,7.0,11.0,20.0,7.05,8.0,420.02,31.5451192,12.166666666666666,180.8168859,2
43.0,68665.76,5619.146667,7.0,6.0,13.0,7.0,11.0,20.0,7.05,11.0,420.02,24.42680103,12.5,281.7888045,2
21.0,22500.52,1770.043333,5.0,3.0,19.0,5.0,14.0,16.0,16.61,8.0,864.7,23.52178686,12.75,66.55757765,3
42.0,15305.46,1230.455,0.0,7.0,2.0,2.0,15.0,2.0,3.95,0.0,642.42,37.76381085,15.166666666666666,132.3098739,2
43.0,15305.46,1230.455,0.0,7.0,2.0,2.0,14.0,5.0,10.95,0.0,642.42,31.73524137,15.666666666666666,77.37640893,2
14.0,15544.47,1030.3725,8.0,5.0,32.0,5.0,34.0,23.0,25.11,8.0,2909.71,24.46833339,1.5833333333333335,135.0161817,2
40.0,38685.98,3360.831667,1.0,5.0,3.0,2.0,7.0,12.0,1.24,5.0,1340.41,25.52958446,29.666666666666668,205.4115205,3
40.0,38685.98,3360.831667,1.0,5.0,3.0,2.0,6.0,12.0,1.24,5.0,1340.41,35.05704373,29.833333333333332,174.6612873,2
26.0,21075.36,1904.28,3.0,1.0,5.0,2.0,13.0,2.0,2.53,6.0,1498.02,34.86942815,29.25,21.95705958,3
26.0,21075.36,1904.28,3.0,1.0,5.0,2.0,15.0,5.0,2.53,6.0,1498.02,31.59037685,29.333333333333332,55.17302526,2
40.0,60843.33,4902.2775,4.0,6.0,14.0,3.0,22.0,21.0,19.42,6.0,1494.43,35.958286,20.0,197.5291002,2
19.0,54987.52,4762.293333,4.0,5.0,10.0,0.0,15.0,12.0,9.81,3.0,1263.12,25.76132003,16.25,119.3812883,2
19.0,54987.52,4762.293333,4.0,5.0,10.0,0.0,18.0,17.0,2.81,3.0,1263.12,36.79774166,16.333333333333332,163.9431098,2
19.0,54987.52,4762.293333,4.0,5.0,10.0,0.0,19.0,16.0,9.81,8.0,1263.12,29.44916699,16.666666666666668,146.9055595,2
54.0,92794.04,7562.836667,4.0,7.0,7.0,0.0,27.0,16.0,11.09,3.0,1269.4,36.894637,28.083333333333332,451.7440417,2
45.0,31896.42,2417.035,3.0,5.0,4.0,1.0,7.0,7.0,5.91,8.0,1177.43,25.82137719,25.333333333333332,53.82718457,3
45.0,31896.42,2417.035,3.0,5.0,4.0,1.0,7.0,7.0,5.91,8.0,1177.43,28.16778495,25.416666666666668,118.2999472,3
30.0,82778.56,7008.213333,6.0,6.0,30.0,4.0,29.0,15.0,17.39,12.0,1777.73,34.26604358,17.75,76.80930253,1
30.0,82778.56,7008.213333,6.0,6.0,30.0,4.0,33.0,16.0,17.39,15.0,1777.73,30.15473168,17.833333333333332,148.9248859,1
30.0,82778.56,7008.213333,6.0,6.0,30.0,4.0,32.0,16.0,17.39,15.0,1777.73,40.69729415,17.916666666666668,88.64287504,2
31.0,82778.56,7008.213333,6.0,6.0,30.0,4.0,33.0,1463.0,17.39,15.0,1777.73,33.82190792,18.083333333333332,270.1888322,1
31.0,82778.56,7008.213333,6.0,6.0,30.0,4.0,33.0,15.0,17.39,15.0,1777.73,36.84607937,18.166666666666668,120.5324095,1
36.0,94052.22,7704.685,4.0,4.0,13.0,1.0,30.0,15.0,9.41,8.0,76.99,33.12986652,21.0,109.0260988,2
23.0,16355.71,1240.975833,9.0,8.0,23.0,3.0,54.0,13.0,21.0,13.0,1696.82,39.72527472,8.75,137.3119882,1
18.0,15119.56,1209.963333,6.0,5.0,29.0,6.0,29.0,18.0,21.63,11.0,3154.07,41.27894307,12.833333333333334,66.1758974,2
54.0,42731.27,3300.939167,0.0,4.0,1.0,2.0,9.0,0.0,4.2,1.0,511.85,31.35928301,24.166666666666668,41.79900934,2
32.0,33386.25,2851.1875,7.0,5.0,11.0,3.0,26.0,10.0,6.97,6.0,1343.67,36.71501257,14.083333333333334,58.05282439,2
16.0,67614.24,5558.52,7.0,10.0,17.0,2.0,39.0,21.0,14.66,14.0,1330.8,26.0635385,17.0,10000.0,1
16.0,67614.24,5558.52,7.0,10.0,17.0,2.0,39.0,19.0,17.66,14.0,1330.8,29.55587197,17.166666666666668,592.3482286,1
36.0,174304.04,14458.33667,1.0,3.0,12.0,0.0,5.0,7.0,1.96,4.0,461.16,33.66857495,30.416666666666668,156.9478595,2
36.0,174304.04,14458.33667,1.0,3.0,12.0,0.0,5.0,7.0,1.96,4.0,461.16,35.39244137,30.5,765.0078809,2
45.0,15932.725,1219.727083,6.0,6.0,11.0,1.0,27.0,11.0,9.63,1.0,1124.16,38.79232586,27.5,114.3254025,2
19.0,72252.36,6059.03,5.0,3.0,12.0,4.0,22.0,16.0,9.1,4.0,51.39,26.34579075,25.333333333333332,124.4990063,2
19.0,72252.36,6059.03,5.0,3.0,12.0,4.0,25.0,15.0,9.1,4.0,51.39,34.3248083,25.666666666666668,111.3952408,2
42.0,19167.04,1479.253333,6.0,6.0,15.0,4.0,30.0,19.0,9.19,4.0,1297.12,31.77120746,6.5,111.484906,1
45.0,12613.56,919.13,5.0,3.0,5.0,0.0,20.0,18.0,3.5,2.0,328.41,25.53850237,19.5,44.10089048,3
22.0,62223.06,5326.255,7.0,4.0,10.0,3.0,30.0,10.0,15.85,7.0,1230.58,21.93570739,31.416666666666668,622.5040187,2
22.0,62223.06,5326.255,7.0,4.0,10.0,3.0,28.0,13.0,15.85,7.0,1230.58,37.76680546,31.5,205.8138144,2
22.0,62223.06,5326.255,7.0,4.0,10.0,3.0,30.0,16.0,15.85,7.0,1230.58,40.15148375,31.666666666666668,115.882694,2
44.0,14976.45,1495.0375,7.0,6.0,16.0,0.0,29.0,20.0,14.21,3.0,69.51,31.93024498,27.5,73.17422018,2
20.0,82454.0,7024.166667,6.0,7.0,16.0,6.0,53.0,15.0,24.94,7.0,3085.36,28.5269079,4.0,872.8568049,2
20.0,82454.0,7024.166667,6.0,7.0,16.0,6.0,48.0,15.0,25.94,11.0,3085.36,27.31767217,4.166666666666667,144.1530694,2
33.0,62874.96,5086.58,3.0,4.0,15.0,4.0,26.0,19.0,17.1,7.0,527.16,34.26612946,19.916666666666668,416.6864431,2
37.0,17164.72,1223.393333,10.0,6.0,19.0,9.0,34.0,16.0,25.15,7.0,4813.02,36.98798025,11.0,138.933348,2
32.0,37302.1,3320.508333,3.0,2.0,12.0,4.0,12.0,12.0,3.07,1.0,907.73,31.78941448,22.0,274.6422069,3
31.0,7526.205,836.18375,8.0,8.0,27.0,9.0,45.0,20.0,15.55,10.0,2526.03,23.62983971,1.6666666666666665,37.5200496,2
32.0,7526.205,836.18375,8.0,8.0,27.0,9.0,43.0,20.0,15.55,10.0,2526.03,26.84833961,1.75,26.6484886,3
21.0,19653.005,1581.750417,3.0,3.0,10.0,4.0,11.0,13.0,1.22,2.0,919.98,29.69039198,17.333333333333332,98.33546769,3
21.0,19653.005,1581.750417,3.0,3.0,10.0,4.0,10.0,11.0,1.22,2.0,919.98,24.77149187,17.416666666666668,181.9862844,3
21.0,19653.005,1581.750417,3.0,3.0,10.0,4.0,6.0,11.0,8.22,2.0,919.98,38.46338572,17.75,64.24055054,2
19.0,41543.64,3620.97,8.0,5.0,21.0,3.0,19.0,19.0,16.56,9.0,2638.03,37.08389514,14.75,410.7156279,1
20.0,41543.64,3620.97,8.0,5.0,21.0,3.0,17.0,19.0,16.56,13.0,2638.03,27.95590621,15.083333333333334,143.3477327,1
19.0,9582.775,750.5645833,9.0,7.0,16.0,8.0,36.0,21.0,25.21,13.0,3525.61,28.20595239,8.25,42.60863106,1
50.0,38107.36,2955.613333,8.0,7.0,12.0,3.0,30.0,18.0,7.96,2.0,1472.7,26.18060922,22.333333333333332,199.4248609,2
51.0,38107.36,2955.613333,8.0,7.0,12.0,3.0,30.0,16.0,1.96,2.0,1472.7,28.03909882,22.583333333333332,44.34846968,1
15.0,85423.16,7000.596667,6.0,3.0,14.0,2.0,30.0,17.0,16.94,6.0,902.37,27.41668934,13.5,82.86101451,2
28.0,20308.26,1684.355,6.0,5.0,28.0,6.0,33.0,11.0,16.13,12.0,1967.12,24.58448895,9.333333333333334,33.19002853,1
20.0,60889.08,4859.09,10.0,6.0,21.0,9.0,44.0,23.0,27.19,10.0,4198.06,31.2577668,10.166666666666666,122.8015125,2
34.0,12943.475,1327.622917,5.0,5.0,9.0,6.0,20.0,14.0,10.6,6.0,265.36,39.22746969,7.333333333333333,28.08706903,2
32.0,7795.54,804.6283333,10.0,6.0,18.0,6.0,61.0,23.0,2.62,16.0,1990.69,28.0429816,19.0,0.0,2
41.0,35518.98,3068.915,8.0,6.0,9.0,3.0,11.0,16.0,15.52,8.0,1270.18,26.33942244,11.083333333333334,71.665244,3
41.0,35518.98,3068.915,8.0,6.0,9.0,3.0,12.0,16.0,15.52,8.0,1270.18,27.37421322,11.166666666666666,63.42171419,3
43.0,8875.135,989.5945833,8.0,9.0,27.0,2.0,26.0,13.0,18.46,15.0,1353.77,27.48999132,17.583333333333332,55.43159911,1
36.0,16708.07,1359.339167,6.0,9.0,22.0,8.0,55.0,18.0,8.47,12.0,2674.89,34.30017912,14.5,111.2424378,1
19.0,81395.44,6584.953333,1.0,4.0,10.0,0.0,0.0,6.0,2.75,2.0,278.8,40.57411828,32.25,100.9021964,3
23.0,48780.56,3835.046667,4.0,5.0,16.0,0.0,29.0,20.0,4.97,5.0,967.75,40.77365622,19.416666666666668,106.2708999,2
23.0,63206.72,5309.226667,9.0,8.0,27.0,8.0,38.0,18.0,26.48,8.0,4523.88,35.19252087,13.5,130.9948295,2
27.0,63635.12,5476.926667,3.0,4.0,2.0,2.0,12.0,7.0,11.25,4.0,122.65,29.8222561,24.5,371.828819,2
30.0,126849.18,10511.765,2.0,3.0,3.0,0.0,11.0,6.0,4.04,3.0,518.4,39.80772767,28.333333333333332,585.3654477,3
31.0,126849.18,10511.765,2.0,3.0,3.0,0.0,11.0,6.0,3.04,8.0,518.4,39.41227285,28.833333333333332,183.1799497,2
45.0,8779.145,507.5954167,10.0,6.0,32.0,7.0,27.0,22.0,3.33,11.0,1636.23,33.14818074,7.916666666666667,19.33383879,1
45.0,8779.145,507.5954167,10.0,6.0,32.0,7.0,26.0,22.0,3.33,11.0,1636.23,37.66807421,8.083333333333334,51.20931505,1
31.0,24726.48,1767.54,4.0,6.0,15.0,2.0,17.0,16.0,13.51,3.0,155.22,24.71857029,27.916666666666668,116.6995396,2
17.0,49447.74,4282.645,7.0,4.0,9.0,5.0,18.0,16.0,13.34,6.0,1286.68,29.066418,12.5,448.0701843,2
17.0,49447.74,4282.645,7.0,4.0,9.0,5.0,20.0,16.0,8.34,9.0,1286.68,32.71997829,12.75,260.6349443,2
23.0,42941.85,3311.4875,6.0,9.0,26.0,3.0,43.0,17.0,13.92,7.0,2328.67,24.14100648,10.833333333333334,356.3126698,1
16.0,61463.94,5309.995,7.0,8.0,30.0,9.0,45.0,20.0,-1.21,7.0,1751.87,36.81235076,11.833333333333334,94.46999112,1
38.0,115800.54,9860.045,4.0,4.0,9.0,1.0,2.0,0.0,9.9,2.0,194.96,28.48872271,25.416666666666668,957.8509771,1
22.0,88133.16,7147.43,2.0,4.0,6.0,0.0,14.0,5.0,9.5,0.0,1073.99,36.06094551,25.916666666666668,132.4289002,3
40.0,27632.92,2312.743333,8.0,3.0,9.0,3.0,16.0,12.0,13.99,3.0,1103.71,27.51822556,20.5,30.666289,2
41.0,27632.92,2312.743333,8.0,3.0,9.0,3.0,17.0,12.0,8.99,3.0,1103.71,39.3147377,21.0,204.8258521,1
18.0,21846.06,1978.505,2.0,6.0,8.0,2.0,6.0,6.0,0.95,3.0,284.95,37.82772627,18.166666666666668,169.0438108,3
18.0,21846.06,1978.505,2.0,6.0,8.0,2.0,6.0,3.0,0.95,3.0,284.95,29.34054369,18.333333333333332,253.8496843,3
30.0,8610.765,888.56375,5.0,7.0,5.0,3.0,27.0,11.0,23.17,13.0,1426.95,28.44369037,18.333333333333332,25.87673564,2
27.0,49023.22,4161.268333,5.0,5.0,13.0,2.0,6.0,12.0,11.48,3.0,270.2,35.13402723,26.333333333333332,133.8262987,2
42.0,104564.64,9002.72,4.0,7.0,8.0,2.0,18.0,19.0,12.64,0.0,100.49,31.29625777,25.0,243.3068921,2
42.0,104564.64,9002.72,4.0,7.0,8.0,2.0,17.0,18.0,10.64,0.0,100.49,38.50319179,25.083333333333332,388.6112547,2
42.0,104564.64,9002.72,4.0,7.0,8.0,2.0,17.0,18.0,9.64,0.0,100.49,28.4519225,25.25,424.3876818,2
20.0,20978.49,1853.2075,6.0,10.0,20.0,3.0,29.0,10.0,12.32,8.0,2305.13,35.48957738,8.166666666666666,21.70210727,2
44.0,118644.36,10033.03,1.0,2.0,9.0,1.0,13.0,2.0,8.53,3.0,1100.42,27.6920574,31.416666666666668,996.6053224,3
44.0,118644.36,10033.03,1.0,2.0,9.0,1.0,13.0,1.0,4.53,6.0,1100.42,42.92611241,31.666666666666668,133.9694213,2
19.0,30029.59,2406.465833,0.0,4.0,5.0,4.0,10.0,10.0,4.48,1.0,466.13,28.92651188,31.416666666666668,48.30522661,3
19.0,30029.59,2406.465833,0.0,4.0,5.0,4.0,13.0,10.0,4.48,1.0,466.13,30.2364857,31.5,86.32319409,2
41.0,63331.9,5149.658333,5.0,4.0,20.0,0.0,7.0,19.0,8.86,6.0,362.71,25.84075574,8.25,10000.0,2
42.0,63331.9,5149.658333,5.0,4.0,20.0,0.0,9.0,21.0,8.86,6.0,362.71,27.69983578,8.583333333333334,456.6900529,2
29.0,15762.72,1593.56,3.0,3.0,20.0,4.0,11.0,8.0,10.76,4.0,1050.18,37.45858113,21.333333333333332,22.71337298,2
22.0,82840.24,6973.353333,1.0,6.0,1.0,1.0,6.0,2.0,1.81,1.0,360.92,35.23894668,18.75,184.5196166,1
22.0,82840.24,6973.353333,1.0,6.0,1.0,1.0,11.0,1.0,1.81,1.0,360.92,40.55225383,18.833333333333332,273.6415284,1
22.0,82840.24,6973.353333,1.0,6.0,1.0,1.0,6.0,2.0,1.81,4.0,360.92,35.83888769,19.0,327.8455882,1
25.0,24195.37,1946.280833,7.0,7.0,19.0,1.0,7.0,16.0,21.96,4.0,1163.09,38.6949958,29.5,132.2833471,2
18.0,7106.15,592.1791667,6.0,5.0,29.0,3.0,41.0,21.0,-2.34,7.0,2688.12,35.42707694,18.916666666666668,30.42162251,1
34.0,42399.03,3572.2525,7.0,5.0,31.0,7.0,6.0,12.0,9.69,17.0,2073.54,38.93790184,6.75,88.7480787,1
28.0,62139.51,5089.2925,6.0,10.0,26.0,8.0,59.0,22.0,24.24,8.0,2603.85,37.95111759,8.25,10000.0,1
28.0,62139.51,5089.2925,6.0,10.0,26.0,8.0,59.0,23.0,24.24,8.0,2603.85,38.61938583,8.5,67.34593046,1
26.0,18737308.0,5393.1925,9.0,8.0,20.0,7.0,40.0,18.0,1.79,10.0,4073.62,31.82758054,1.8333333333333335,705.5666439,1
32.0,59438.91,5086.2425,6.0,7.0,33.0,9.0,38.0,25.0,5.35,9.0,2259.86,34.66017869,9.5,183.9125884,2
32.0,59438.91,5086.2425,6.0,7.0,33.0,9.0,38.0,22.0,5.35,9.0,2259.86,28.44346548,9.666666666666666,166.8267252,2
32.0,74450.88,6139.24,6.0,4.0,19.0,3.0,5.0,22.0,16.85,8.0,640.7,32.76535297,19.583333333333332,94.60997358,2
33.0,74450.88,6139.24,6.0,4.0,19.0,3.0,5.0,18.0,22.85,12.0,640.7,31.78550955,20.0,10000.0,2
23.0,16198.305,1089.85875,4.0,7.0,4.0,2.0,12.0,5.0,11.9,0.0,1439.09,26.1802715,30.75,50.84036141,3
24.0,16198.305,1089.85875,4.0,7.0,4.0,2.0,10.0,5.0,4.9,0.0,1439.09,32.42808471,30.916666666666668,95.22217927,2
23.0,20938.03,1896.835833,6.0,9.0,23.0,5.0,16.0,18.0,0.84,9.0,1657.74,29.99844341,9.75,33.8750841,1
23.0,20938.03,1896.835833,6.0,9.0,23.0,5.0,16.0,18.0,2.84,9.0,1657.74,25.49323049,9.833333333333334,129.5796311,1
23.0,20938.03,1896.835833,6.0,9.0,23.0,5.0,16.0,16.0,-1.16,9.0,1657.74,22.35325478,9.916666666666666,105.726661,1
23.0,20938.03,1896.835833,6.0,9.0,23.0,5.0,16.0,18.0,0.84,11.0,1657.74,26.63812637,10.083333333333334,237.7573143,1
34.0,96826.96,7933.913333,8.0,5.0,7.0,0.0,9.0,19.0,6.76,5.0,1290.07,31.7629179,26.083333333333332,619.4359394,2
34.0,96826.96,7933.913333,8.0,5.0,7.0,0.0,13.0,19.0,8.76,5.0,1290.07,25.98308653,26.166666666666668,369.7411273,2
44.0,16808.35,1188.695833,8.0,6.0,11.0,7.0,4.0,16.0,15.51,5.0,1330.72,23.50726427,19.75,53.75226823,2
21.0,59930.04,5207.17,7.0,8.0,27.0,6.0,61.0,20.0,21.18,8.0,4474.29,25.95604521,2.0833333333333335,155.4203414,2
38.0,83355.33,7208.2775,6.0,4.0,8.0,2.0,11.0,16.0,8.07,4.0,677.27,25.2776324,29.833333333333332,139.7005645,3
43.0,11646.19,819.5158333,6.0,3.0,14.0,2.0,14.0,20.0,9.33,6.0,847.88,31.17544657,18.25,41.91601709,2
43.0,11646.19,819.5158333,6.0,3.0,14.0,2.0,14.0,23.0,9.33,6.0,847.88,33.55454279,18.416666666666668,10000.0,3
44.0,11646.19,819.5158333,6.0,3.0,14.0,2.0,14.0,20.0,5.33,6.0,847.88,30.85885381,18.75,83.99855871,2
45.0,69577.92,5882.16,5.0,6.0,3.0,3.0,16.0,6.0,8.53,1.0,491.67,40.51760434,18.916666666666668,164.2451979,1
37.0,25621.01,1837.084167,3.0,7.0,3.0,2.0,14.0,9.0,5.37,2.0,1336.73,26.56225311,31.083333333333332,243.0372169,2
45.0,42947.49,3470.9575,4.0,7.0,15.0,2.0,10.0,20.0,18.38,7.0,2266.69,39.2941422,14.833333333333334,40.63344595,1
45.0,42947.49,3470.9575,4.0,7.0,15.0,2.0,13.0,23.0,18.38,7.0,2266.69,38.76167984,15.083333333333334,123.7993533,1
37.0,44036.97,3884.7475,2.0,3.0,11.0,4.0,15.0,3.0,0.77,4.0,992.83,37.15454793,29.083333333333332,66.72761572,2
19.0,12681.45,1191.7875,6.0,7.0,15.0,0.0,13.0,16.0,9.49,2.0,624.12,26.56402492,17.416666666666668,49.97227605,1
29.0,14952.03,1445.0025,10.0,8.0,22.0,9.0,19.0,28.0,17.2,10.0,3566.21,33.73248452,3.9166666666666665,127.7619453,1
30.0,14952.03,1445.0025,10.0,8.0,22.0,9.0,19.0,25.0,17.2,12.0,3566.21,26.18162101,4.5,193.434203,2
51.0,47280.76,3713.063333,5.0,3.0,17.0,0.0,7.0,20.0,11.91,3.0,1134.41,38.40146804,27.25,148.6242146,2
51.0,47280.76,3713.063333,5.0,3.0,17.0,0.0,12.0,20.0,12.91,3.0,1134.41,35.05841345,27.333333333333332,293.1405398,2
39.0,19910.51,1622.209167,9.0,10.0,15.0,5.0,59.0,24.0,27.19,12.0,3957.01,38.95493683,5.75,40.53669787,1
39.0,19910.51,1622.209167,9.0,10.0,15.0,5.0,57.0,24.0,27.19,12.0,3957.01,37.82303731,5.833333333333333,152.1992026,1
39.0,19910.51,1622.209167,9.0,10.0,15.0,5.0,57.0,23.0,27.19,16.0,3957.01,38.88722433,6.083333333333333,70.69305892,2
30.0,41977.78,3362.148333,7.0,9.0,31.0,6.0,16.0,28.0,19.89,11.0,4586.12,28.01033749,1.75,308.3630246,2
24.0,11731.585,828.6320833,8.0,3.0,6.0,2.0,13.0,10.0,6.48,2.0,289.73,32.45927043,18.75,12.39732768,2
29.0,36035.32,2910.943333,9.0,10.0,22.0,4.0,33.0,21.0,16.47,8.0,2138.6,28.80469371,7.0,143.7147622,1
29.0,36035.32,2910.943333,9.0,10.0,22.0,4.0,28.0,20.0,16.47,8.0,2138.6,40.89748902,7.416666666666667,105.3044419,2
25.0,113383.14,9321.595,1.0,4.0,6.0,4.0,4.0,3.0,10.4,0.0,82.71,34.49277645,17.416666666666668,309.6267341,3
36.0,39579.6,3206.3,6.0,5.0,10.0,6.0,19.0,12.0,17.69,5.0,634.77,33.32451865,16.666666666666668,117.7790809,1
36.0,39579.6,3206.3,6.0,5.0,10.0,6.0,19.0,12.0,17.69,5.0,634.77,38.01148053,16.833333333333332,90.58503249,1
48.0,36346.13,3188.844167,8.0,6.0,11.0,3.0,21.0,18.0,10.54,4.0,1252.46,34.37788163,22.0,256.4293223,3
